any;municipi;concepte;estat;valor
2015;Barcelona;Índex socioeconòmic territorial;;109,0
2015;Baronia de Rialb, la;Índex socioeconòmic territorial;;103,4
2015;Bàscara;Índex socioeconòmic territorial;;99,7
2015;Bassella;Índex socioeconòmic territorial;;107,7
2015;Batea;Índex socioeconòmic territorial;;81,0
2015;Bausen;Índex socioeconòmic territorial;;100,5
2015;Begues;Índex socioeconòmic territorial;;120,6
2015;Begur;Índex socioeconòmic territorial;;101,5
2015;Belianes;Índex socioeconòmic territorial;;87,4
2015;Bellaguarda;Índex socioeconòmic territorial;;93,8
2015;Bellcaire d'Empordà;Índex socioeconòmic territorial;;111,7
2015;Bellcaire d'Urgell;Índex socioeconòmic territorial;;97,9
2015;Bell-lloc d'Urgell;Índex socioeconòmic territorial;;96,5
2015;Bellmunt d'Urgell;Índex socioeconòmic territorial;;105,6
2015;Bellmunt del Priorat;Índex socioeconòmic territorial;;77,1
2015;Bellprat;Índex socioeconòmic territorial;;101,2
2015;Bellpuig;Índex socioeconòmic territorial;;83,2
2015;Bellvei;Índex socioeconòmic territorial;;87,7
2015;Bellver de Cerdanya;Índex socioeconòmic territorial;;106,7
2015;Bellvís;Índex socioeconòmic territorial;;84,1
2015;Benavent de Segrià;Índex socioeconòmic territorial;;107,4
2015;Benifallet;Índex socioeconòmic territorial;;90,7
2015;Benissanet;Índex socioeconòmic territorial;;83,5
2015;Berga;Índex socioeconòmic territorial;;96,6
2015;Besalú;Índex socioeconòmic territorial;;99,4
2015;Bescanó;Índex socioeconòmic territorial;;112,6
2015;Beuda;Índex socioeconòmic territorial;;112,7
2015;Bigues i Riells del Fai;Índex socioeconòmic territorial;;105,8
2015;Biosca;Índex socioeconòmic territorial;;107,0
2015;Bisbal d'Empordà, la;Índex socioeconòmic territorial;;82,3
2015;Bisbal de Montsant, la;Índex socioeconòmic territorial;;88,0
2015;Bisbal del Penedès, la;Índex socioeconòmic territorial;;86,9
2015;Biure;Índex socioeconòmic territorial;;102,5
2015;Blancafort;Índex socioeconòmic territorial;;113,5
2015;Blanes;Índex socioeconòmic territorial;;89,9
2015;Boadella i les Escaules;Índex socioeconòmic territorial;;107,2
2015;Bolvir;Índex socioeconòmic territorial;;112,6
2015;Bonastre;Índex socioeconòmic territorial;;82,3
2015;Bòrdes, Es;Índex socioeconòmic territorial;;119,4
2015;Bordils;Índex socioeconòmic territorial;;102,5
2015;Borges Blanques, les;Índex socioeconòmic territorial;;91,8
2015;Borges del Camp, les;Índex socioeconòmic territorial;;95,4
2015;Borrassà;Índex socioeconòmic territorial;;117,7
2015;Borredà;Índex socioeconòmic territorial;;90,8
2015;Bossòst;Índex socioeconòmic territorial;;104,3
2015;Bot;Índex socioeconòmic territorial;;89,4
2015;Botarell;Índex socioeconòmic territorial;;104,1
2015;Bovera;Índex socioeconòmic territorial;;84,4
2015;Bràfim;Índex socioeconòmic territorial;;94,8
2015;Breda;Índex socioeconòmic territorial;;95,8
2015;Bruc, el;Índex socioeconòmic territorial;;111,4
2015;Brull, el;Índex socioeconòmic territorial;;119,0
2015;Brunyola i Sant Martí Sapresa;Índex socioeconòmic territorial;;108,6
2015;Cabacés;Índex socioeconòmic territorial;;92,2
2015;Cabanabona;Índex socioeconòmic territorial;;100,9
2015;Cabanelles;Índex socioeconòmic territorial;;92,4
2015;Cabanes;Índex socioeconòmic territorial;;95,4
2015;Cabanyes, les;Índex socioeconòmic territorial;;114,8
2015;Cabó;Índex socioeconòmic territorial;;98,5
2015;Cabra del Camp;Índex socioeconòmic territorial;;92,8
2015;Cabrera d'Anoia;Índex socioeconòmic territorial;;96,8
2015;Cabrera de Mar;Índex socioeconòmic territorial;;121,3
2015;Cabrils;Índex socioeconòmic territorial;;121,3
2015;Cadaqués;Índex socioeconòmic territorial;;88,7
2015;Calaf;Índex socioeconòmic territorial;;89,7
2015;Calafell;Índex socioeconòmic territorial;;93,5
2015;Calders;Índex socioeconòmic territorial;;110,5
2015;Caldes d'Estrac;Índex socioeconòmic territorial;;108,9
2015;Caldes de Malavella;Índex socioeconòmic territorial;;101,2
2015;Caldes de Montbui;Índex socioeconòmic territorial;;106,2
2015;Calella;Índex socioeconòmic territorial;;94,9
2015;Calldetenes;Índex socioeconòmic territorial;;105,9
2015;Callús;Índex socioeconòmic territorial;;103,2
2015;Calonge de Segarra;Índex socioeconòmic territorial;;109,8
2015;Calonge i Sant Antoni;Índex socioeconòmic territorial;;94,3
2015;Camarasa;Índex socioeconòmic territorial;;107,8
2015;Camarles;Índex socioeconòmic territorial;;76,8
2015;Cambrils;Índex socioeconòmic territorial;;99,8
2015;Camós;Índex socioeconòmic territorial;;109,8
2015;Campdevànol;Índex socioeconòmic territorial;;104,0
2015;Campelles;Índex socioeconòmic territorial;;118,5
2015;Campins;Índex socioeconòmic territorial;;111,3
2015;Campllong;Índex socioeconòmic territorial;;116,6
2015;Camprodon;Índex socioeconòmic territorial;;101,9
2015;Canejan;Índex socioeconòmic territorial;;98,3
2015;Canet d'Adri;Índex socioeconòmic territorial;;121,4
2015;Canet de Mar;Índex socioeconòmic territorial;;100,5
2015;Canonja, la;Índex socioeconòmic territorial;;98,0
2015;Canovelles;Índex socioeconòmic territorial;;76,5
2015;Cànoves i Samalús;Índex socioeconòmic territorial;;106,8
2015;Cantallops;Índex socioeconòmic territorial;;99,2
2015;Canyelles;Índex socioeconòmic territorial;;103,1
2015;Capafonts;Índex socioeconòmic territorial;;122,2
2015;Capçanes;Índex socioeconòmic territorial;;110,2
2015;Capellades;Índex socioeconòmic territorial;;103,0
2015;Capmany;Índex socioeconòmic territorial;;96,0
2015;Capolat;Índex socioeconòmic territorial;;131,9
2015;Cardedeu;Índex socioeconòmic territorial;;110,1
2015;Cardona;Índex socioeconòmic territorial;;91,8
2015;Carme;Índex socioeconòmic territorial;;103,1
2015;Caseres;Índex socioeconòmic territorial;;100,1
2015;Cassà de la Selva;Índex socioeconòmic territorial;;90,2
2015;Casserres;Índex socioeconòmic territorial;;104,9
2015;Castell d'Aro, Platja d'Aro i s'Agaró;Índex socioeconòmic territorial;;90,8
2015;Castell de l'Areny;Índex socioeconòmic territorial;;124,8
2015;Castell de Mur;Índex socioeconòmic territorial;;111,0
2015;Castellar de la Ribera;Índex socioeconòmic territorial;;102,7
2015;Castellar de n'Hug;Índex socioeconòmic territorial;;99,3
2015;Castellar del Riu;Índex socioeconòmic territorial;;112,0
2015;Castellar del Vallès;Índex socioeconòmic territorial;;108,8
2015;Castellbell i el Vilar;Índex socioeconòmic territorial;;97,1
2015;Castellbisbal;Índex socioeconòmic territorial;;107,2
2015;Castellcir;Índex socioeconòmic territorial;;109,2
2015;Castelldans;Índex socioeconòmic territorial;;92,3
2015;Castelldefels;Índex socioeconòmic territorial;;110,0
2015;Castellet i la Gornal;Índex socioeconòmic territorial;;98,9
2015;Castellfollit de la Roca;Índex socioeconòmic territorial;;99,0
2015;Castellfollit de Riubregós;Índex socioeconòmic territorial;;115,8
2015;Castellfollit del Boix;Índex socioeconòmic territorial;;106,3
2015;Castellgalí;Índex socioeconòmic territorial;;101,7
2015;Castellnou de Bages;Índex socioeconòmic territorial;;112,2
2015;Castellnou de Seana;Índex socioeconòmic territorial;;84,7
2015;Castelló d'Empúries;Índex socioeconòmic territorial;;78,3
2015;Castelló de Farfanya;Índex socioeconòmic territorial;;99,0
2015;Castellolí;Índex socioeconòmic territorial;;123,8
2015;Castellserà;Índex socioeconòmic territorial;;96,9
2015;Castellterçol;Índex socioeconòmic territorial;;103,4
2015;Castellvell del Camp;Índex socioeconòmic territorial;;116,0
2015;Castellví de la Marca;Índex socioeconòmic territorial;;103,3
2015;Castellví de Rosanes;Índex socioeconòmic territorial;;113,1
2015;Catllar, el;Índex socioeconòmic territorial;;109,4
2015;Cava;Índex socioeconòmic territorial;;108,0
2015;Cellera de Ter, la;Índex socioeconòmic territorial;;100,2
2015;Celrà;Índex socioeconòmic territorial;;97,1
2015;Centelles;Índex socioeconòmic territorial;;104,8
2015;Cercs;Índex socioeconòmic territorial;;98,5
2015;Cerdanyola del Vallès;Índex socioeconòmic territorial;;108,6
2015;Cervelló;Índex socioeconòmic territorial;;113,0
2015;Cervera;Índex socioeconòmic territorial;;86,7
2015;Cervià de les Garrigues;Índex socioeconòmic territorial;;87,4
2015;Cervià de Ter;Índex socioeconòmic territorial;;106,3
2015;Cistella;Índex socioeconòmic territorial;;109,6
2015;Ciutadilla;Índex socioeconòmic territorial;;106,3
2015;Clariana de Cardener;Índex socioeconòmic territorial;;111,5
2015;Cogul, el;Índex socioeconòmic territorial;;98,8
2015;Colera;Índex socioeconòmic territorial;;97,9
2015;Coll de Nargó;Índex socioeconòmic territorial;;96,2
2015;Collbató;Índex socioeconòmic territorial;;116,4
2015;Colldejou;Índex socioeconòmic territorial;;107,3
2015;Collsuspina;Índex socioeconòmic territorial;;114,2
2015;Colomers;Índex socioeconòmic territorial;;111,0
2015;Coma i la Pedra, la;Índex socioeconòmic territorial;;113,4
2015;Conca de Dalt;Índex socioeconòmic territorial;;108,6
2015;Conesa;Índex socioeconòmic territorial;;105,5
2015;Constantí;Índex socioeconòmic territorial;;79,0
2015;Copons;Índex socioeconòmic territorial;;113,8
2015;Corbera d'Ebre;Índex socioeconòmic territorial;;87,6
2015;Corbera de Llobregat;Índex socioeconòmic territorial;;110,0
2015;Corbins;Índex socioeconòmic territorial;;98,6
2015;Corçà;Índex socioeconòmic territorial;;105,0
2015;Cornellà de Llobregat;Índex socioeconòmic territorial;;95,7
2015;Cornellà del Terri;Índex socioeconòmic territorial;;112,7
2015;Cornudella de Montsant;Índex socioeconòmic territorial;;97,7
2015;Creixell;Índex socioeconòmic territorial;;85,6
2015;Crespià;Índex socioeconòmic territorial;;103,9
2015;Cruïlles, Monells i Sant Sadurní de l'Heura;Índex socioeconòmic territorial;;100,9
2015;Cubelles;Índex socioeconòmic territorial;;102,8
2015;Cubells;Índex socioeconòmic territorial;;93,4
2015;Cunit;Índex socioeconòmic territorial;;90,2
2015;Darnius;Índex socioeconòmic territorial;;102,9
2015;Das;Índex socioeconòmic territorial;;118,5
2015;Deltebre;Índex socioeconòmic territorial;;88,1
2015;Dosrius;Índex socioeconòmic territorial;;109,2
2015;Duesaigües;Índex socioeconòmic territorial;;97,3
2015;Escala, l';Índex socioeconòmic territorial;;85,1
2015;Esparreguera;Índex socioeconòmic territorial;;99,9
2015;Espinelves;Índex socioeconòmic territorial;;123,3
2015;Espluga Calba, l';Índex socioeconòmic territorial;;98,1
2015;Espluga de Francolí, l';Índex socioeconòmic territorial;;97,0
2015;Esplugues de Llobregat;Índex socioeconòmic territorial;;105,9
2015;Espolla;Índex socioeconòmic territorial;;104,2
2015;Esponellà;Índex socioeconòmic territorial;;110,1
2015;Espot;Índex socioeconòmic territorial;;112,1
2015;Espunyola, l';Índex socioeconòmic territorial;;113,9
2015;Esquirol, l';Índex socioeconòmic territorial;;108,4
2015;Estamariu;Índex socioeconòmic territorial;;111,3
2015;Estany, l';Índex socioeconòmic territorial;;107,8
2015;Estaràs;Índex socioeconòmic territorial;;118,7
2015;Esterri d'Àneu;Índex socioeconòmic territorial;;103,4
2015;Esterri de Cardós;Índex socioeconòmic territorial;;112,7
2015;Falset;Índex socioeconòmic territorial;;94,8
2015;Far d'Empordà, el;Índex socioeconòmic territorial;;98,4
2015;Farrera;Índex socioeconòmic territorial;;110,2
2015;Fatarella, la;Índex socioeconòmic territorial;;98,7
2015;Febró, la;Índex socioeconòmic territorial;;109,4
2015;Figaró-Montmany;Índex socioeconòmic territorial;;98,2
2015;Fígols;Índex socioeconòmic territorial;;110,3
2015;Fígols i Alinyà;Índex socioeconòmic territorial;;96,6
2015;Figuera, la;Índex socioeconòmic territorial;;80,1
2015;Figueres;Índex socioeconòmic territorial;;75,1
2015;Figuerola del Camp;Índex socioeconòmic territorial;;114,4
2015;Flaçà;Índex socioeconòmic territorial;;90,0
2015;Flix;Índex socioeconòmic territorial;;99,1
2015;Floresta, la;Índex socioeconòmic territorial;;116,1
2015;Fogars de la Selva;Índex socioeconòmic territorial;;95,4
2015;Fogars de Montclús;Índex socioeconòmic territorial;;106,7
2015;Foixà;Índex socioeconòmic territorial;;110,7
2015;Folgueroles;Índex socioeconòmic territorial;;116,1
2015;Fondarella;Índex socioeconòmic territorial;;105,4
2015;Fonollosa;Índex socioeconòmic territorial;;106,3
2015;Fontanals de Cerdanya;Índex socioeconòmic territorial;;115,6
2015;Fontanilles;Índex socioeconòmic territorial;;90,5
2015;Fontcoberta;Índex socioeconòmic territorial;;115,0
2015;Font-rubí;Índex socioeconòmic territorial;;103,9
2015;Foradada;Índex socioeconòmic territorial;;106,7
2015;Forallac;Índex socioeconòmic territorial;;107,2
2015;Forès;Índex socioeconòmic territorial;;114,3
2015;Fornells de la Selva;Índex socioeconòmic territorial;;124,1
2015;Fortià;Índex socioeconòmic territorial;;103,5
2015;Franqueses del Vallès, les;Índex socioeconòmic territorial;;98,0
2015;Freginals;Índex socioeconòmic territorial;;85,7
2015;Fuliola, la;Índex socioeconòmic territorial;;80,4
2015;Fulleda;Índex socioeconòmic territorial;;111,5
2015;Gaià;Índex socioeconòmic territorial;;107,1
2015;Galera, la;Índex socioeconòmic territorial;;78,4
2015;Gallifa;Índex socioeconòmic territorial;;126,0
2015;Gandesa;Índex socioeconòmic territorial;;85,5
2015;Garcia;Índex socioeconòmic territorial;;86,8
2015;Garidells, els;Índex socioeconòmic territorial;;105,1
2015;Garriga, la;Índex socioeconòmic territorial;;110,6
2015;Garrigàs;Índex socioeconòmic territorial;;111,9
2015;Garrigoles;Índex socioeconòmic territorial;;105,9
2015;Garriguella;Índex socioeconòmic territorial;;97,3
2015;Gavà;Índex socioeconòmic territorial;;104,7
2015;Gavet de la Conca;Índex socioeconòmic territorial;;101,2
2015;Gelida;Índex socioeconòmic territorial;;107,6
2015;Ger;Índex socioeconòmic territorial;;115,6
2015;Gimenells i el Pla de la Font;Índex socioeconòmic territorial;;96,3
2015;Ginestar;Índex socioeconòmic territorial;;92,0
2015;Girona;Índex socioeconòmic territorial;;101,4
2015;Gironella;Índex socioeconòmic territorial;;93,4
2015;Gisclareny;Índex socioeconòmic territorial;;128,6
2015;Godall;Índex socioeconòmic territorial;;87,8
2015;Golmés;Índex socioeconòmic territorial;;95,5
2015;Gombrèn;Índex socioeconòmic territorial;;114,7
2015;Gósol;Índex socioeconòmic territorial;;108,9
2015;Granada, la;Índex socioeconòmic territorial;;107,5
2015;Granadella, la;Índex socioeconòmic territorial;;86,5
2015;Granera;Índex socioeconòmic territorial;;108,4
2015;Granja d'Escarp, la;Índex socioeconòmic territorial;;78,5
2015;Granollers;Índex socioeconòmic territorial;;97,3
2015;Granyanella;Índex socioeconòmic territorial;;109,4
2015;Granyena de les Garrigues;Índex socioeconòmic territorial;;94,1
2015;Granyena de Segarra;Índex socioeconòmic territorial;;112,3
2015;Gratallops;Índex socioeconòmic territorial;;88,0
2015;Gualba;Índex socioeconòmic territorial;;111,2
2015;Gualta;Índex socioeconòmic territorial;;89,2
2015;Guardiola de Berguedà;Índex socioeconòmic territorial;;96,9
2015;Guiamets, els;Índex socioeconòmic territorial;;109,9
2015;Guils de Cerdanya;Índex socioeconòmic territorial;;114,8
2015;Guimerà;Índex socioeconòmic territorial;;99,9
2015;Guingueta d'Àneu, la;Índex socioeconòmic territorial;;105,0
2015;Guissona;Índex socioeconòmic territorial;;70,8
2015;Guixers;Índex socioeconòmic territorial;;104,4
2015;Gurb;Índex socioeconòmic territorial;;124,8
2015;Horta de Sant Joan;Índex socioeconòmic territorial;;91,9
2015;Hospitalet de Llobregat, l';Índex socioeconòmic territorial;;88,4
2015;Hostalets de Pierola, els;Índex socioeconòmic territorial;;100,6
2015;Hostalric;Índex socioeconòmic territorial;;91,7
2015;Igualada;Índex socioeconòmic territorial;;101,5
2015;Isona i Conca Dellà;Índex socioeconòmic territorial;;94,2
2015;Isòvol;Índex socioeconòmic territorial;;126,3
2015;Ivars d'Urgell;Índex socioeconòmic territorial;;88,5
2015;Ivars de Noguera;Índex socioeconòmic territorial;;87,8
2015;Ivorra;Índex socioeconòmic territorial;;118,0
2015;Jafre;Índex socioeconòmic territorial;;101,8
2015;Jonquera, la;Índex socioeconòmic territorial;;76,2
2015;Jorba;Índex socioeconòmic territorial;;114,9
2015;Josa i Tuixén;Índex socioeconòmic territorial;;97,3
2015;Juià;Índex socioeconòmic territorial;;108,7
2015;Juncosa;Índex socioeconòmic territorial;;90,4
2015;Juneda;Índex socioeconòmic territorial;;86,1
2015;Les;Índex socioeconòmic territorial;;100,3
2015;Linyola;Índex socioeconòmic territorial;;91,9
2015;Llacuna, la;Índex socioeconòmic territorial;;101,3
2015;Lladó;Índex socioeconòmic territorial;;116,1
2015;Lladorre;Índex socioeconòmic territorial;;114,6
2015;Lladurs;Índex socioeconòmic territorial;;108,1
2015;Llagosta, la;Índex socioeconòmic territorial;;87,9
2015;Llagostera;Índex socioeconòmic territorial;;87,3
2015;Llambilles;Índex socioeconòmic territorial;;120,5
2015;Llanars;Índex socioeconòmic territorial;;113,5
2015;Llançà;Índex socioeconòmic territorial;;93,9
2015;Llardecans;Índex socioeconòmic territorial;;102,9
2015;Llavorsí;Índex socioeconòmic territorial;;110,7
2015;Lleida;Índex socioeconòmic territorial;;91,8
2015;Llers;Índex socioeconòmic territorial;;102,4
2015;Lles de Cerdanya;Índex socioeconòmic territorial;;108,9
2015;Lliçà d'Amunt;Índex socioeconòmic territorial;;104,1
2015;Lliçà de Vall;Índex socioeconòmic territorial;;109,8
2015;Llimiana;Índex socioeconòmic territorial;;97,3
2015;Llinars del Vallès;Índex socioeconòmic territorial;;104,1
2015;Llívia;Índex socioeconòmic territorial;;105,0
2015;Lloar, el;Índex socioeconòmic territorial;;104,5
2015;Llobera;Índex socioeconòmic territorial;;104,5
2015;Llorac;Índex socioeconòmic territorial;;105,0
2015;Llorenç del Penedès;Índex socioeconòmic territorial;;101,4
2015;Lloret de Mar;Índex socioeconòmic territorial;;83,8
2015;Llosses, les;Índex socioeconòmic territorial;;113,5
2015;Lluçà;Índex socioeconòmic territorial;;111,0
2015;Maçanet de Cabrenys;Índex socioeconòmic territorial;;96,7
2015;Maçanet de la Selva;Índex socioeconòmic territorial;;88,7
2015;Madremanya;Índex socioeconòmic territorial;;117,9
2015;Maià de Montcal;Índex socioeconòmic territorial;;99,1
2015;Maials;Índex socioeconòmic territorial;;78,0
2015;Maldà;Índex socioeconòmic territorial;;104,8
2015;Malgrat de Mar;Índex socioeconòmic territorial;;94,7
2015;Malla;Índex socioeconòmic territorial;;119,7
2015;Manlleu;Índex socioeconòmic territorial;;81,5
2015;Manresa;Índex socioeconòmic territorial;;92,1
2015;Marçà;Índex socioeconòmic territorial;;98,7
2015;Margalef;Índex socioeconòmic territorial;;90,0
2015;Marganell;Índex socioeconòmic territorial;;109,5
2015;Martorell;Índex socioeconòmic territorial;;89,5
2015;Martorelles;Índex socioeconòmic territorial;;104,4
2015;Mas de Barberans;Índex socioeconòmic territorial;;88,8
2015;Masarac i Vilarnadal;Índex socioeconòmic territorial;;101,1
2015;Masdenverge;Índex socioeconòmic territorial;;93,0
2015;Masies de Roda, les;Índex socioeconòmic territorial;;109,9
2015;Masies de Voltregà, les;Índex socioeconòmic territorial;;102,7
2015;Masllorenç;Índex socioeconòmic territorial;;95,9
2015;Masnou, el;Índex socioeconòmic territorial;;114,2
2015;Masó, la;Índex socioeconòmic territorial;;114,1
2015;Maspujols;Índex socioeconòmic territorial;;113,6
2015;Masquefa;Índex socioeconòmic territorial;;100,2
2015;Masroig, el;Índex socioeconòmic territorial;;84,1
2015;Massalcoreig;Índex socioeconòmic territorial;;75,5
2015;Massanes;Índex socioeconòmic territorial;;90,9
2015;Massoteres;Índex socioeconòmic territorial;;96,1
2015;Matadepera;Índex socioeconòmic territorial;;131,1
2015;Mataró;Índex socioeconòmic territorial;;91,7
2015;Medinyà;Índex socioeconòmic territorial;..;null
2015;Mediona;Índex socioeconòmic territorial;;97,1
2015;Menàrguens;Índex socioeconòmic territorial;;88,8
2015;Meranges;Índex socioeconòmic territorial;;105,4
2015;Mieres;Índex socioeconòmic territorial;;111,5
2015;Milà, el;Índex socioeconòmic territorial;;105,8
2015;Miralcamp;Índex socioeconòmic territorial;;94,5
2015;Miravet;Índex socioeconòmic territorial;;95,5
2015;Moià;Índex socioeconòmic territorial;;101,4
2015;Molar, el;Índex socioeconòmic territorial;;100,6
2015;Molins de Rei;Índex socioeconòmic territorial;;114,8
2015;Mollerussa;Índex socioeconòmic territorial;;80,7
2015;Mollet de Peralada;Índex socioeconòmic territorial;;106,9
2015;Mollet del Vallès;Índex socioeconòmic territorial;;92,7
2015;Molló;Índex socioeconòmic territorial;;114,1
2015;Molsosa, la;Índex socioeconòmic territorial;;112,6
2015;Monistrol de Calders;Índex socioeconòmic territorial;;95,8
2015;Monistrol de Montserrat;Índex socioeconòmic territorial;;100,4
2015;Montagut i Oix;Índex socioeconòmic territorial;;107,7
2015;Montblanc;Índex socioeconòmic territorial;;97,6
2015;Montbrió del Camp;Índex socioeconòmic territorial;;104,7
2015;Montcada i Reixac;Índex socioeconòmic territorial;;97,3
2015;Montclar;Índex socioeconòmic territorial;;105,9
2015;Montellà i Martinet;Índex socioeconòmic territorial;;104,0
2015;Montesquiu;Índex socioeconòmic territorial;;101,9
2015;Montferrer i Castellbò;Índex socioeconòmic territorial;;98,5
2015;Montferri;Índex socioeconòmic territorial;;84,9
2015;Montgai;Índex socioeconòmic territorial;;102,4
2015;Montgat;Índex socioeconòmic territorial;;114,5
2015;Montmajor;Índex socioeconòmic territorial;;104,7
2015;Montmaneu;Índex socioeconòmic territorial;;117,7
2015;Montmell, el;Índex socioeconòmic territorial;;83,5
2015;Montmeló;Índex socioeconòmic territorial;;96,9
2015;Montoliu de Lleida;Índex socioeconòmic territorial;;98,4
2015;Montoliu de Segarra;Índex socioeconòmic territorial;;112,3
2015;Montornès de Segarra;Índex socioeconòmic territorial;;114,1
2015;Montornès del Vallès;Índex socioeconòmic territorial;;93,5
2015;Mont-ral;Índex socioeconòmic territorial;;103,6
2015;Mont-ras;Índex socioeconòmic territorial;;102,8
2015;Mont-roig del Camp;Índex socioeconòmic territorial;;87,2
2015;Montseny;Índex socioeconòmic territorial;;111,4
2015;Móra d'Ebre;Índex socioeconòmic territorial;;95,6
2015;Móra la Nova;Índex socioeconòmic territorial;;89,7
2015;Morell, el;Índex socioeconòmic territorial;;102,1
2015;Morera de Montsant, la;Índex socioeconòmic territorial;;92,4
